game,reviewer_rating,positivity_ratio,first_release_date,binned_developer,genre,themes,modes
VVVVV,5.0,1.33,2019,BekkerDev Studio,Role-playing (RPG),Action,
Voidrun,7.0,4.14,2019,Single Appearance,Indie,Action,
Celestial Hearts,7.0,5.8,2021,Joshua Keith,Role-playing (RPG),Fantasy,
Creature Romances: For the Ladies,7.0,3.62,2020,2-4 Appearances,Indie,Horror,
Real Life Plus Ver. Kaname Komatsuzaki,7.0,6.0,2020,Single Appearance,Indie,Romance,
Sisters Royale: Five Sisters Under Fire,7.0,15.0,2018,Single Appearance,Shooter,Action,
Shank n' Bake,7.0,7.75,2018,2-4 Appearances,Indie,Action,
Dustoff Z,7.0,10.33,2020,2-4 Appearances,Shooter,Action,
View From Below,7.0,16.0,2020,Single Appearance,Puzzle,Comedy,
Arcane Arts Academy,7.0,10.67,2021,2-4 Appearances,Simulator,Fantasy,
Mastho is Together,7.0,36.0,2021,Single Appearance,Platform,Action,
Shadow Gangs,7.0,9.25,2020,Single Appearance,Fighting,Action,
Hnefatafl,7.0,38.0,2016,Single Appearance,Strategy,Historical,
Hyperspace Delivery Service,7.0,8.0,2019,Single Appearance,Simulator,Action,
Dreadborne Drifters,7.0,6.83,2019,Single Appearance,Role-playing (RPG),Action,
Cruel Bands Career,7.0,8.4,2020,Single Appearance,Puzzle,Action,
Gothic Murder: Adventure That Changes Destiny,7.0,21.0,2020,Single Appearance,Adventure,Drama,
The Button Witch,7.0,43.0,2020,2-4 Appearances,Point-and-click,Fantasy,
Burned Land,5.0,1.41,2021,Single Appearance,Strategy,Action,
Gleamlight,5.0,0.76,2020,Single Appearance,Platform,Action,
Destructivator 2,8.0,16.0,2020,2-4 Appearances,Indie,Action,
SuperEpic: The Entertainment War,5.0,1.9,2019,2-4 Appearances,Platform,Action,
The Final Boss,8.0,9.83,0,2-4 Appearances,Indie,Action,
Melancholy Love,8.0,19.67,2021,Single Appearance,Visual Novel,Romance,
The Company Man,8.0,7.0,2021,Single Appearance,Platform,Action,
Polyroll,8.0,11.17,2019,2-4 Appearances,Platform,Action,
Winter Polaris,8.0,17.5,2019,Single Appearance,Visual Novel,Fantasy,
Project Starship X,8.0,26.67,2020,Panda Indie Studio,Shooter,Action,
The Lost Art of Innkeeping,8.0,82.0,2020,Single Appearance,Role-playing (RPG),Fantasy,
Growbot,8.0,8.25,2021,Single Appearance,Point-and-click,Fantasy,
Gutwhale,8.0,13.67,2020,Single Appearance,Shooter,Action,
Glad Valakas: Cyberban,8.0,31.25,2019,Single Appearance,Indie,Action,
Total Party Kill,8.0,16.75,2019,Adventure Islands,Platform,Action,
Welcome to Elk,8.0,31.67,2020,2-4 Appearances,Adventure,Comedy,
F.I.S.H.,8.0,16.17,2021,Tim Kashani,Music,Comedy,
Isolomus,8.0,16.08,2020,Single Appearance,Point-and-click,Horror,
Primal Light,8.0,4.97,2020,Single Appearance,Fighting,Action,
Anodyne 2: Return to Dust,8.0,15.64,2019,2-4 Appearances,Platform,Action,
Murasaki Tsurugi,7.0,20.0,2018,2-4 Appearances,Indie,Action,
Down to Hell,5.0,1.32,2019,2-4 Appearances,Fighting,Action,
Meegah Mem 2,5.0,1.46,2019,Single Appearance,Indie,Action,
Danger Gazers,6.0,2.55,2020,2-4 Appearances,Shooter,Action,
Against All Odds,5.0,1.96,2023,2-4 Appearances,Platform,Action,
Against All Odds,5.0,1.96,0,2-4 Appearances,Shooter,Action,
Against All Odds,5.0,1.96,2005,2-4 Appearances,Simulator,Action,
Against All Odds,5.0,1.96,2023,2-4 Appearances,Platform,Action,
Against All Odds,5.0,1.96,0,2-4 Appearances,Shooter,Action,
Against All Odds,5.0,1.96,2005,2-4 Appearances,Simulator,Action,
Deep Dark Labyrinth,4.0,0.42,2018,Single Appearance,Adventure,Erotic,
Micetopia,4.0,0.42,2020,Single Appearance,Platform,Action,
Project Alex,5.0,0.62,0,Single Appearance,Puzzle,Erotic,
Hidden Ghost Town,5.0,0.6,2021,Hede Games,Simulator,Action,
Knightblade,6.0,2.0,2022,Single Appearance,Role-playing (RPG),Action,
Viral Cry,5.0,0.82,2018,Single Appearance,Adventure,Action,
Night Flight,7.0,4.5,2021,Single Appearance,Simulator,Action,
Slime Hero,7.0,3.0,0,Single Appearance,Indie,Action,
Halcyon,6.0,2.25,0,Single Appearance,Adventure,Action,
Ninja Midori,5.0,1.11,2018,2-4 Appearances,Adventure,Action,
Bot Gaiden,7.0,10.0,2022,Single Appearance,Platform,Action,
Tropia,7.0,5.0,2017,Single Appearance,Role-playing (RPG),Action,
2D Paintball,7.0,3.33,2019,Single Appearance,Simulator,Action,
Gun Skaters,7.0,3.33,2021,Single Appearance,Shooter,Action,
Toadomination,5.0,1.25,2021,HugePixel,Shooter,Action,
Climb and Fight: Mafia,7.0,5.0,2022,Single Appearance,Adventure,Action,
Lost Between the Lines,7.0,5.0,0,Single Appearance,Visual Novel,Erotic,
Mangavania,6.0,2.0,2020,Single Appearance,Fighting,Action,
Daily Espada,7.0,5.5,2014,2-4 Appearances,Indie,Action,
Creekside Creep Invasion,6.0,2.75,2017,2-4 Appearances,Role-playing (RPG),Action,
The Nightmare Journey,6.0,2.75,2023,2-4 Appearances,Strategy,Action,
LinearShooter Remixed,7.0,11.0,2021,Single Appearance,Shooter,Action,
Runnyk,7.0,5.5,2022,lightUP,Platform,Action,
Kombinera,7.0,5.5,2022,2-4 Appearances,Platform,Action,
The Sargosian Abyss,7.0,3.67,2022,Single Appearance,Role-playing (RPG),Action,
Road Stones,6.0,2.2,2022,HugePixel,Strategy,Action,
Orcen Axe,7.0,5.5,2022,2-4 Appearances,Platform,Action,
Maybot Run,7.0,6.0,2017,Single Appearance,Platform,Action,
Neon the Ninja,7.0,12.0,2018,Single Appearance,Adventure,Action,
Dandy & Randy DX,7.0,6.0,2022,2-4 Appearances,Puzzle,Comedy,
Au-Delà,7.0,4.0,2022,Single Appearance,Point-and-click,Horror,
Rynn's Adventure: Trouble in the Enchanted Forest,6.0,2.6,2016,Single Appearance,Platform,Action,
Chicken Wars,7.0,3.25,2017,Single Appearance,Indie,Action,
Web or Dead,7.0,13.0,0,Single Appearance,Indie,Action,
Ashworld,5.0,1.27,2017,Orangepixel,Platform,Action,
Titus the Fox,7.0,4.33,1993,2-4 Appearances,Platform,Action,
Survival: Zombies aHead,7.0,14.0,2021,Single Appearance,Point-and-click,Action,
Imperil,7.0,7.5,2017,Single Appearance,Adventure,Action,
Save me Mr Tako: Tasukete Tako-San,5.0,1.25,2018,2-4 Appearances,Puzzle,Action,
Words of Wisdom,7.0,7.5,2023,HugePixel,Puzzle,Action,
Mystery Castle,7.0,16.0,2016,Single Appearance,Puzzle,Action,
Jumper Jape,7.0,8.0,2016,Single Appearance,Platform,Action,
Sling Ming,7.0,8.0,2018,Single Appearance,Platform,Action,
The Bounty Huntress,6.0,2.29,2020,Single Appearance,Platform,Action,
The Psychoduck,7.0,8.0,2021,Nibb Games,Platform,Action,
Frebbventure,7.0,8.5,2023,Single Appearance,Platform,Action,
Shoot Shoot Mega Pack,7.0,17.0,2017,Single Appearance,Shooter,Action,
Afterthought,7.0,17.0,2021,Single Appearance,Music,Action,
Beyond the Storm,6.0,2.83,2022,Single Appearance,Shooter,Action,
Alone on Mars,5.0,1.89,2021,2-4 Appearances,Shooter,Action,
Z-Warp,7.0,8.5,2022,Panda Indie Studio,Shooter,Action,
Twin Cobra,7.0,9.0,1987,2-4 Appearances,Shooter,Action,
Super Geisha Neon,7.0,4.5,2022,HugePixel,Platform,Action,
The Castle Burns!,7.0,18.0,2023,Single Appearance,Role-playing (RPG),Action,
Josh Journey: Darkness Totems,7.0,6.33,2021,Single Appearance,Fighting,Action,
Palette Swap,7.0,19.0,0,Single Appearance,Adventure,Action,
Wishmere,6.0,2.22,2015,Single Appearance,Indie,Action,
Foxyland 2,6.0,2.5,2019,2-4 Appearances,Platform,Action,
Underground Life,6.0,2.5,2021,Single Appearance,Role-playing (RPG),Survival,
Tick Tack Puppet,7.0,5.0,2023,Single Appearance,Platform,Action,
RunBean Galactic,7.0,20.0,2022,2-4 Appearances,Platform,Action,
Deichgraf,7.0,4.2,2021,Single Appearance,Simulator,Historical,
Prisoner,5.0,1.47,1999,Single Appearance,Role-playing (RPG),Science fiction,
Prisoner,5.0,1.47,1999,Single Appearance,Role-playing (RPG),Science fiction,
Squareboy vs Bullies: Arena Edition,6.0,2.44,2017,2-4 Appearances,Fighting,Action,
Super Intergalactic Gang,7.0,7.67,2016,Single Appearance,Indie,Action,
Super Choppy Orc,7.0,12.5,2022,Single Appearance,Platform,Action,
Sperma,7.0,5.75,2022,Single Appearance,Simulator,Action,
Cow Girl 2,5.0,1.85,2022,Hunny Bunny Studio,Indie,Erotic,
Trial by Viking,7.0,4.17,2016,Single Appearance,Platform,Action,
Abberbury,7.0,4.17,2019,Single Appearance,Adventure,Action,
Two Legs,7.0,6.25,2021,2-4 Appearances,Adventure,Action,
Nachkriegsratten Punk-Rock Puzzle,7.0,25.0,2022,2-4 Appearances,Music,Party,
Invercity,7.0,26.0,2020,2-4 Appearances,Platform,Action,
Invader TD,7.0,9.0,2022,Single Appearance,Strategy,Action,
School of the Dead: Anastasia,6.0,3.11,2018,Single Appearance,Indie,Action,
Arrival of Beasts,7.0,28.0,2022,Single Appearance,Strategy,Fantasy,
Crashnauts,7.0,7.25,2017,Single Appearance,Shooter,Action,
Invasher,7.0,29.0,2019,Single Appearance,Indie,Action,
Guardians of Hyelore,5.0,1.38,2021,Single Appearance,Fighting,Action,
Way of the Red,7.0,7.5,2016,Single Appearance,Platform,Action,
TwinCop,7.0,7.5,2019,2-4 Appearances,Shooter,Action,
Witchcrafty,5.0,1.76,2021,PigeonDev,Platform,Action,
A Quiver of Crows,5.0,2.07,2016,Single Appearance,Shooter,Action,
Trap Labs,7.0,10.33,2018,Single Appearance,Racing,Action,
A Small Robot Story,7.0,5.17,2017,Single Appearance,Platform,Science fiction,
Save me Mr Tako: Definitive Edition,7.0,10.33,2021,2-4 Appearances,Platform,Action,
Sakura Alien,5.0,2.13,2022,Winged Cloud,Adventure,Science fiction,
Mutagenic,7.0,10.67,2022,Single Appearance,Role-playing (RPG),Action,
Shalnor Legends: Sacred Lands,5.0,2.0,2018,Single Appearance,Puzzle,Action,
TTV4,7.0,35.0,2022,2-4 Appearances,Indie,Action,
Germination,6.0,2.75,2018,Single Appearance,Platform,Action,
Tunnel of Doom,5.0,1.61,2021,2-4 Appearances,Role-playing (RPG),Action,
Dusk of the Cage,7.0,35.0,2023,2-4 Appearances,Adventure,Action,
Momento Temporis: Light from the Deep,6.0,3.0,2016,Single Appearance,Adventure,Action,
Helvetii,7.0,12.33,2023,Single Appearance,Adventure,Action,
Absinthia,7.0,38.0,2023,Joshua Keith,Role-playing (RPG),Action,
Kraino Origins,7.0,18.5,2022,Single Appearance,Platform,Action,
Life on Mars Remake,7.0,9.5,2017,Single Appearance,Role-playing (RPG),Action,
Planetary Dustoff,7.0,6.33,2019,Single Appearance,Shooter,Action,
Too Angry to Space,6.0,2.29,2016,Single Appearance,Shooter,Action,
Sakura Sakura,7.0,5.57,2009,Single Appearance,Indie,Erotic,
Hyper Simon X,6.0,3.17,2018,NukGames,Indie,Action,
Cursed Mansion,7.0,8.2,2021,Single Appearance,Puzzle,Mystery,
Super Slime Arena,6.0,3.42,2018,Single Appearance,Fighting,Action,
LaserZone,7.0,41.0,2021,Single Appearance,Puzzle,Action,
Astral Masters,7.0,6.83,2005,2-4 Appearances,Strategy,Fantasy,
Horde Hunters,7.0,7.0,2023,2-4 Appearances,Role-playing (RPG),Action,
Wish Project,8.0,11.75,2016,2-4 Appearances,Indie,Action,
My Big Sister: Remastered,8.0,12.0,2022,Single Appearance,Adventure,Horror,
KungFu Kickball,8.0,4.08,2021,Single Appearance,Fighting,Action,
Conur Life,8.0,18.0,0,Single Appearance,Racing,Action,
The Monster Within,6.0,3.53,2021,Single Appearance,Strategy,Horror,
Courier of the Crypts,8.0,13.75,2019,2-4 Appearances,Puzzle,Action,
World Wide Hack,6.0,3.44,2021,Single Appearance,Puzzle,Science fiction,
Yogurt Commercial 3,8.0,56.0,2021,Single Appearance,Puzzle,Comedy,
Freddi Fish and Luther's Maze Madness,6.0,3.69,1996,Humongous Entertainment,Puzzle,Action,
Crowtel Renovations,8.0,11.6,2017,2-4 Appearances,Shooter,Action,
Night of the Blood Moon,8.0,8.29,2019,Single Appearance,Role-playing (RPG),Action,
Malice & Greed,8.0,9.83,2021,2-4 Appearances,Role-playing (RPG),Science fiction,
Damsel,8.0,3.75,2018,Single Appearance,Platform,Action,
Pants Quest,8.0,15.75,2022,Single Appearance,Point-and-click,Comedy,
Bound By Blades,8.0,9.29,2022,Single Appearance,Role-playing (RPG),Action,
Ancient Go,5.0,1.81,2017,Single Appearance,Strategy,Educational,
Tiny Dangerous Dungeons,8.0,22.33,2015,Adventure Islands,Platform,Action,
Centipede: Recharged,8.0,4.47,2021,Adamvision Studios,Shooter,Action,
Yissa Deep Realms,8.0,9.86,2017,2-4 Appearances,Adventure,Action,
Blink,8.0,10.14,2019,2-4 Appearances,Role-playing (RPG),Action,
Blink,8.0,10.14,2019,Single Appearance,Role-playing (RPG),Action,
Crush the Castle Legacy Collection,8.0,8.22,2022,Single Appearance,Puzzle,Fantasy,
Necromancer Returns,6.0,2.62,2018,Single Appearance,Role-playing (RPG),Fantasy,
Piko Piko,5.0,1.98,2019,Single Appearance,Platform,Action,
Forest Camp Story,8.0,7.18,2021,Kairosoft Co.Ltd,Strategy,Business,
Once Upon a Jester,8.0,81.0,2022,2-4 Appearances,Music,Action,
Immortal Tactics: War of the Eternals,8.0,7.55,2022,2-4 Appearances,Simulator,Fantasy,
Splody,8.0,10.62,2017,Single Appearance,Indie,Action,
ReX,8.0,6.54,2018,Single Appearance,Adventure,Action,
Undernauts: Labyrinth of Yomi,8.0,5.6,2020,Single Appearance,Role-playing (RPG),Fantasy,
Dresden Files Cooperative Card Game,8.0,3.91,2017,2-4 Appearances,Puzzle,Fantasy,
Artist Life Simulator,8.0,5.38,2021,2-4 Appearances,Role-playing (RPG),Historical,
Eyes in the Dark,6.0,3.79,2022,Single Appearance,Platform,Action,
Crush the Industry,8.0,23.25,2023,Single Appearance,Role-playing (RPG),Comedy,
Lonesome Village,8.0,3.92,2022,Single Appearance,Puzzle,Mystery,
Tennis in the Face,8.0,7.83,2013,10tons Ltd,Puzzle,Action,
Graze Counter GM,8.0,47.0,2023,2-4 Appearances,Shooter,Action,
Dap,8.0,16.5,2021,Single Appearance,Adventure,Action,
Pocket League Story,8.0,9.9,2011,Kairosoft Co.Ltd,Simulator,Business,
Venture Towns,8.0,7.36,2011,Kairosoft Co.Ltd,Simulator,Business,
Robot Wants It All,8.0,8.46,2019,Single Appearance,Platform,Action,
Arcane Vale,8.0,5.5,2022,2-4 Appearances,Role-playing (RPG),Action,
Gunvein,8.0,37.0,2022,Single Appearance,Shooter,Action,
Mega Mall Story,8.0,23.4,2011,Kairosoft Co.Ltd,Puzzle,Business,
Yomawari: Lost in the Dark,8.0,10.71,2022,Nippon Ichi Software Inc.,Puzzle,Horror,
Treadnauts,8.0,8.05,2018,2-4 Appearances,Fighting,Action,
Anglerfish,8.0,7.0,2022,2-4 Appearances,Adventure,Action,
Super Alloy Ranger,8.0,9.78,2022,Single Appearance,Shooter,Action,
Mobmania,8.0,5.4,2022,Single Appearance,Indie,Action,
Russian Subway Dogs,8.0,45.0,2018,2-4 Appearances,Indie,Action,
Lucy Dreaming,8.0,75.67,2022,2-4 Appearances,Point-and-click,Comedy,
Seven Wonders of St. Clementine,3.0,0.1,2020,Single Appearance,Indie,Horror,
Vortex,4.0,0.22,2015,2-4 Appearances,Shooter,Action,
Vortex,4.0,0.22,1994,2-4 Appearances,Shooter,Action,
Vortex,4.0,0.22,2015,2-4 Appearances,Shooter,Action,
Vortex,4.0,0.22,1994,2-4 Appearances,Shooter,Action,
Vortex,4.0,0.22,2015,2-4 Appearances,Shooter,Action,
Vortex,4.0,0.22,1994,2-4 Appearances,Shooter,Action,
Nubla,5.0,0.57,2016,2-4 Appearances,Platform,Action,
God Hates Us,5.0,1.4,2020,Single Appearance,Platform,Science fiction,
Hanapon Princess,4.0,0.58,2020,2-4 Appearances,Simulator,Romance,
Modest Hero,5.0,1.14,2020,Single Appearance,Adventure,Action,
Flaky Bakery,7.0,3.0,2020,2-4 Appearances,Strategy,Comedy,
Coof Attack,7.0,3.0,2020,Single Appearance,Role-playing (RPG),Action,
Rising Noracam,7.0,3.33,2021,2-4 Appearances,Platform,Action,
Henry Mosse and the Wormhole Conspiracy,7.0,5.5,2021,Single Appearance,Point-and-click,Science fiction,
Helix,7.0,4.0,2008,JIwoolee,Music,Science fiction,
Helix,7.0,4.0,2014,JIwoolee,Shooter,Action,
Helix,7.0,4.0,2008,Cosmo Corner,Music,Science fiction,
Helix,7.0,4.0,2014,Cosmo Corner,Shooter,Action,
Helix,7.0,4.0,2008,Coffeebean Interactive,Music,Science fiction,
Helix,7.0,4.0,2014,Coffeebean Interactive,Shooter,Action,
Helix,7.0,4.0,2008,JIwoolee,Music,Science fiction,
Helix,7.0,4.0,2014,JIwoolee,Shooter,Action,
Helix,7.0,4.0,2008,Cosmo Corner,Music,Science fiction,
Helix,7.0,4.0,2014,Cosmo Corner,Shooter,Action,
Helix,7.0,4.0,2008,Coffeebean Interactive,Music,Science fiction,
Helix,7.0,4.0,2014,Coffeebean Interactive,Shooter,Action,
Helix,7.0,4.0,2008,JIwoolee,Music,Science fiction,
Helix,7.0,4.0,2014,JIwoolee,Shooter,Action,
Helix,7.0,4.0,2008,Cosmo Corner,Music,Science fiction,
Helix,7.0,4.0,2014,Cosmo Corner,Shooter,Action,
Helix,7.0,4.0,2008,Coffeebean Interactive,Music,Science fiction,
Helix,7.0,4.0,2014,Coffeebean Interactive,Shooter,Action,
Damaged In Transit,7.0,12.0,2020,Single Appearance,Puzzle,Action,
Umihara Kawase Fresh!,5.0,1.33,2019,Studio Saizensen,Platform,Action,
Dungeon Limbus,5.0,1.5,2020,Single Appearance,Role-playing (RPG),Action,
Labyrinth of the Chaka King,7.0,13.0,2020,Single Appearance,Platform,Action,
Prehistoric Dude,7.0,4.33,2020,lightUP,Platform,Action,
Beast Agenda 2030,7.0,7.0,2019,2-4 Appearances,Role-playing (RPG),Action,
Portal Dogs,7.0,3.5,2020,Single Appearance,Platform,Action,
Beholder's Lair,7.0,4.67,2021,Single Appearance,Platform,Action,
Dungeons of Clay,6.0,3.0,2020,2-4 Appearances,Shooter,Action,
Lotus Bloom,7.0,8.0,2021,Single Appearance,Puzzle,Educational,
Exile Squadron,7.0,4.25,2019,Single Appearance,Indie,Action,
Vortex Attack EX,7.0,4.25,2019,2-4 Appearances,Shooter,Action,
Super Gear Quest,7.0,4.25,2020,Single Appearance,Platform,Action,
Click Legends,5.0,1.12,2019,Single Appearance,Role-playing (RPG),Fantasy,
Rangok Skies,5.0,2.0,2021,2-4 Appearances,Shooter,Action,
Star Hunter DX,7.0,4.5,2021,2-4 Appearances,Shooter,Action,
Rift Adventure,6.0,3.17,2021,Single Appearance,Platform,Action,
Snow Jewels,6.0,2.22,2019,2-4 Appearances,Strategy,Action,
Rotatex,6.0,2.22,2019,Dnovel,Adventure,Action,
Geometry Hero,7.0,10.0,2020,Single Appearance,Indie,Action,
AeternoBlade,5.0,1.67,2014,Single Appearance,Platform,Action,
Josie's Tank,7.0,21.0,0,Single Appearance,Strategy,Action,
Kana Quest,7.0,10.5,2020,Single Appearance,Puzzle,Educational,
Miracle Mia,7.0,7.33,2019,Single Appearance,Sport,Action,
A Night at the Races,7.0,7.67,2019,Single Appearance,Platform,Action,
Enter Digiton,7.0,3.43,2020,Single Appearance,Platform,Action,
Sanae Toumaden X,7.0,4.17,2021,Single Appearance,Platform,Action,
Moi Mei,5.0,1.93,2019,Dnovel,Adventure,Action,
Ghost Dimension,7.0,29.0,2020,2-4 Appearances,Racing,Action,
Touhou DollDraft,6.0,2.64,2021,Single Appearance,Puzzle,Fantasy,
Moonrise Fall,7.0,10.0,2019,Single Appearance,Puzzle,Action,
Artifact Adventure Gaiden DX,7.0,6.0,2019,2-4 Appearances,Role-playing (RPG),Action,
Top Run,7.0,10.0,2020,Single Appearance,Platform,Action,
Locked,6.0,3.33,2020,Single Appearance,Adventure,Romance,
Shot in the Dark,7.0,32.0,2021,2-4 Appearances,Point-and-click,Action,
Shot in the Dark,7.0,32.0,2015,2-4 Appearances,Shooter,Action,
Four Rendezvous,7.0,6.8,2020,Single Appearance,Adventure,Romance,
The Shadow You,7.0,6.8,2021,Single Appearance,Puzzle,Action,
The Adventures of Ten and Till,7.0,17.5,2016,Single Appearance,Shooter,Action,
Habroxia 2,7.0,7.2,2021,2-4 Appearances,Shooter,Action,
Coronavirus Evolution,7.0,7.4,2020,2-4 Appearances,Shooter,Action,
Bob Help Them,7.0,18.5,2020,Gagonfe,Strategy,Educational,
Drawy,7.0,6.17,2021,2-4 Appearances,Quiz/Trivia,Party,
Lichtspeer: Double Speer Edition,7.0,4.75,2017,2-4 Appearances,Shooter,Action,
Fighters Wizards,7.0,4.75,2020,Single Appearance,Strategy,Action,
Verse Surf,6.0,2.92,2020,Single Appearance,Music,Party,
Watermelon Blocks,7.0,38.0,2021,Single Appearance,Platform,Action,
Sacrificial Lighthouse,7.0,5.86,2021,Single Appearance,Puzzle,Thriller,
YesterMorrow,6.0,2.33,2020,Single Appearance,Platform,Action,
Swords & Bones,7.0,21.0,2021,SEEP,Fighting,Action,
Lotus Reverie: First Nexus,8.0,4.4,2021,2-4 Appearances,Role-playing (RPG),Survival,
Trollhunters: Defenders of Arcadia,6.0,3.0,2020,WayForward,Platform,Action,
Void Tyrant,8.0,4.18,2019,Single Appearance,Role-playing (RPG),Science fiction,
Street Cleaner: The Video Game,8.0,16.0,2021,2-4 Appearances,Platform,Action,
Ninja Girl and the Mysterious Army of Urban Legend Monsters! ~Hunt of the Headless Horseman~,8.0,7.43,2019,2-4 Appearances,Indie,Action,
ReversEstory,8.0,6.11,2021,Single Appearance,Shooter,Action,
Dadish 2,8.0,29.5,2021,2-4 Appearances,Platform,Action,
Last Regiment,8.0,11.5,2020,Single Appearance,Strategy,Action,
IncrediMarble,8.0,12.0,2020,Single Appearance,Simulator,Sandbox,
Nongunz: Doppelganger Edition,5.0,2.05,2021,2-4 Appearances,Shooter,Action,
Burning Knight,6.0,3.43,2020,Single Appearance,Shooter,Action,
Super Cable Boy,8.0,27.33,2020,2-4 Appearances,Platform,Action,
Boss Rush: Mythology,6.0,3.71,2020,Single Appearance,Fighting,Action,
CosmoDreamer,8.0,46.0,2020,2-4 Appearances,Shooter,Action,
Radical Rabbit Stew,8.0,18.83,2020,2-4 Appearances,Puzzle,Action,
WarriOrb,8.0,4.41,2020,Single Appearance,Platform,Action,
AshenForest,8.0,16.2,2020,Single Appearance,Role-playing (RPG),Action,
Apple Slash,8.0,23.88,2020,2-4 Appearances,Role-playing (RPG),Action,
Nine Witches: Family Disruption,8.0,10.61,2020,Single Appearance,Point-and-click,Action,
Sunblaze,8.0,11.67,2021,Single Appearance,Platform,Action,
Lakeview Valley,8.0,5.21,2019,2-4 Appearances,Role-playing (RPG),Horror,
Telecube Nightmare,7.0,3.67,2019,2-4 Appearances,Platform,Action,
HalloweenStory,7.0,3.0,2019,Dnovel,Adventure,Action,
Fair Deal: Las Vegas,7.0,18.0,2018,Single Appearance,Indie,Action,
Doughlings: Invasion,6.0,3.0,2019,2-4 Appearances,Shooter,Action,
Gods of Love: An Otome Visual Novel,5.0,1.86,2020,Single Appearance,Simulator,Romance,
Cat Lady,7.0,6.2,2019,2-4 Appearances,Adventure,Action,
BalloonBoyBob,7.0,10.33,2020,2-4 Appearances,Adventure,Action,
Elizabeth,8.0,5.62,2020,Single Appearance,Puzzle,Drama,
Owyn's Adventure,8.0,25.5,2018,Single Appearance,Platform,Action,
Hard Times,8.0,8.5,2020,Single Appearance,Simulator,Action,
My University Girlfriend,8.0,5.93,2021,Single Appearance,Simulator,Erotic,
Pixel Hentai Mosaic,6.0,3.28,2018,2-4 Appearances,Role-playing (RPG),Erotic,
Tetris Girls,5.0,0.78,2022,Single Appearance,Racing,Erotic,
Checkmate Kings,7.0,15.0,2023,Single Appearance,Sport,Action,
Inertia,8.0,5.55,2017,Single Appearance,Platform,Action,
Inertia,8.0,5.55,2017,2-4 Appearances,Platform,Action,
Colonization of the Moon,4.0,0.22,2018,2-4 Appearances,Indie,Action,
Edgar,5.0,1.62,2016,Single Appearance,Adventure,Action,
Edgar,5.0,1.62,2016,2-4 Appearances,Adventure,Action,
Crystal Chip Collector,4.0,0.44,2016,2-4 Appearances,Indie,Action,
