game,reviewer_rating,positivity_ratio,first_release_date,game_modes,genres,themes,developer_Scott Cawthon,developer_Tero Lunkka,binned_developer_encoded
Hoser Hockey,6.0,3.22,2020,1,13,1,0,0,341
Tank Maniacs,7.0,30.0,0,1,32,1,0,0,341
The Farm,6.0,3.33,2021,1,31,19,0,0,341
Data Defense,7.0,10.33,2017,1,9,21,0,0,341
Weapon Hacker,7.0,10.33,2020,1,8,1,0,0,341
Crappy Climber,7.0,6.2,2020,1,8,1,0,0,341
Kungfu Cowboy,7.0,15.5,2021,1,32,1,0,0,341
Necrolepsy,7.0,32.0,2019,1,32,1,0,0,341
MineRalph,7.0,32.0,2019,1,8,1,0,0,341
Moon Raider,7.0,5.33,2020,1,8,1,0,0,341
Flatland Vol.2,7.0,6.6,2020,1,8,1,0,0,3
Elephantasy,7.0,16.5,2020,1,8,1,0,0,3
Lost Caves,7.0,16.5,1989,1,9,1,0,0,341
Elliot,7.0,17.0,2020,1,8,1,0,0,341
Vile,7.0,5.83,2019,1,32,1,0,0,341
Herd is Coming,5.0,2.06,2019,1,12,1,0,0,3
True Hate,6.0,2.69,2020,1,8,1,0,0,51
Rivals,7.0,36.0,2020,1,7,43,0,0,3
Breaking Gates,6.0,2.31,2020,1,12,1,0,0,341
Simona's Requiem,7.0,37.0,2021,1,8,1,0,0,341
Beats Warrior: Nian,7.0,4.75,2019,1,32,1,0,0,3
Spooky Chase,7.0,6.5,2020,1,8,1,0,0,3
Berserker's Descent,7.0,39.0,2020,1,25,1,0,0,341
Get-A-Grip Chip,7.0,39.0,2020,1,8,1,0,0,341
Run Dude,7.0,10.0,2020,1,32,1,0,0,3
Nevaeh,6.0,3.42,2020,1,9,1,0,0,3
The Wizard and The Slug,7.0,43.0,2020,1,8,1,0,0,3
Sefir: Mafia Story,6.0,2.71,2021,1,32,1,0,0,341
Cursed Gem,8.0,11.75,2020,1,31,1,0,0,341
Mighty Fling,8.0,4.17,2020,1,2,1,0,0,341
Lamp Chronicle,6.0,2.33,2021,1,8,1,0,0,341
Monster Bash HD,8.0,24.5,2021,1,8,1,0,0,3
Random Heroes: Gold Edition,5.0,2.22,2020,1,5,1,0,0,3
Jetboard Joust,8.0,5.09,2020,1,5,1,0,0,341
Darkanoid,8.0,10.17,2020,1,32,1,0,0,341
Sir Lovelot,8.0,8.0,2021,1,8,1,0,0,3
Philophobia: The Fear of Love,8.0,13.4,2019,1,8,1,0,0,341
Sydney Hunter and the Curse of the Mayan,8.0,5.67,2019,1,8,1,0,0,341
Post Soviet Zombies,8.0,7.5,2019,1,32,1,0,0,341
Rise of the Slime,5.0,1.92,2019,1,12,1,0,0,341
Fallen Angel,6.0,2.83,2020,1,12,1,0,0,3
Teenage Blob,8.0,33.75,2020,1,7,1,0,0,341
Summer Catchers,8.0,4.46,2019,1,10,1,0,0,341
Minit Fun Racer,8.0,24.5,2021,1,10,1,0,0,3
Help Will Come Tomorrow,8.0,4.4,2020,1,13,21,0,0,341
Mutazione,9.0,25.47,2019,1,2,17,0,0,3
Unearthing Process,4.0,0.44,2019,1,31,1,0,0,341
Switchblade,5.0,1.79,1989,1,8,1,0,0,3
Switchblade,5.0,1.79,2018,1,5,1,0,0,3
Switchblade,5.0,1.79,1989,1,8,1,0,0,3
Switchblade,5.0,1.79,2018,1,5,1,0,0,3
Web Spice Purple World,5.0,0.83,2020,1,32,1,0,0,341
Comrade-in-Arms,5.0,1.4,2020,1,15,1,0,0,341
MPaliens,7.0,5.0,2019,1,32,1,0,0,3
Bouncing Hero,7.0,10.0,2019,1,8,1,0,0,3
Rodent Warriors,7.0,11.0,2020,1,4,1,0,0,341
Hope's Farm,6.0,3.0,2021,1,9,40,0,0,3
Blocky McBlockFace,7.0,3.75,2019,1,32,1,0,0,341
DeadShotZ,7.0,7.5,2019,1,5,1,0,0,3
Super Powered Battle Friends,5.0,1.6,2019,1,32,1,0,0,341
Singaria,7.0,16.0,2019,1,12,1,0,0,341
Reek,7.0,8.5,2020,1,32,1,0,0,341
Atomorf,6.0,2.71,2019,1,31,1,0,0,103
Thunderflash,7.0,3.5,2020,1,5,1,0,0,322
Musasabi,7.0,11.5,2019,1,31,1,0,0,341
Super Cucho,7.0,23.0,2019,1,31,1,0,0,341
Skull Rogue,5.0,2.0,2020,1,12,1,0,0,3
Dungeons of the Fallen,5.0,2.08,2019,1,12,1,0,0,341
Bookbound Brigade,6.0,2.27,2020,1,8,1,0,0,341
Flatland: Prologue,7.0,7.4,2020,1,8,1,0,0,3
Pet Dragon Girl,7.0,4.0,2023,1,32,42,0,0,3
Alone,6.0,2.57,0,1,15,1,0,0,118
Alone,6.0,2.57,2023,1,8,18,0,0,118
Alone,6.0,2.57,2021,1,31,19,0,0,118
Alone,6.0,2.57,0,1,15,1,0,0,127
Alone,6.0,2.57,2023,1,8,18,0,0,127
Alone,6.0,2.57,2021,1,31,19,0,0,127
Alone,6.0,2.57,0,1,15,1,0,0,0
Alone,6.0,2.57,2023,1,8,18,0,0,0
Alone,6.0,2.57,2021,1,31,19,0,0,0
Alone,6.0,2.57,0,1,15,1,0,0,12
Alone,6.0,2.57,2023,1,8,18,0,0,12
Alone,6.0,2.57,2021,1,31,19,0,0,12
Alone,6.0,2.57,0,1,15,1,0,0,199
Alone,6.0,2.57,2023,1,8,18,0,0,199
Alone,6.0,2.57,2021,1,31,19,0,0,199
Alone,6.0,2.57,0,1,15,1,0,0,32
Alone,6.0,2.57,2023,1,8,18,0,0,32
Alone,6.0,2.57,2021,1,31,19,0,0,32
Alone,6.0,2.57,0,1,15,1,0,0,118
Alone,6.0,2.57,2023,1,8,18,0,0,118
Alone,6.0,2.57,2021,1,31,19,0,0,118
Alone,6.0,2.57,0,1,15,1,0,0,127
Alone,6.0,2.57,2023,1,8,18,0,0,127
Alone,6.0,2.57,2021,1,31,19,0,0,127
Alone,6.0,2.57,0,1,15,1,0,0,0
Alone,6.0,2.57,2023,1,8,18,0,0,0
Alone,6.0,2.57,2021,1,31,19,0,0,0
Alone,6.0,2.57,0,1,15,1,0,0,12
Alone,6.0,2.57,2023,1,8,18,0,0,12
Alone,6.0,2.57,2021,1,31,19,0,0,12
Alone,6.0,2.57,0,1,15,1,0,0,199
Alone,6.0,2.57,2023,1,8,18,0,0,199
Alone,6.0,2.57,2021,1,31,19,0,0,199
Alone,6.0,2.57,0,1,15,1,0,0,32
Alone,6.0,2.57,2023,1,8,18,0,0,32
Alone,6.0,2.57,2021,1,31,19,0,0,32
Alone,5.0,1.53,0,1,15,1,0,0,118
Alone,5.0,1.53,2023,1,8,18,0,0,118
Alone,5.0,1.53,2021,1,31,19,0,0,118
Alone,5.0,1.53,0,1,15,1,0,0,127
Alone,5.0,1.53,2023,1,8,18,0,0,127
Alone,5.0,1.53,2021,1,31,19,0,0,127
Alone,5.0,1.53,0,1,15,1,0,0,0
Alone,5.0,1.53,2023,1,8,18,0,0,0
Alone,5.0,1.53,2021,1,31,19,0,0,0
Alone,5.0,1.53,0,1,15,1,0,0,12
Alone,5.0,1.53,2023,1,8,18,0,0,12
Alone,5.0,1.53,2021,1,31,19,0,0,12
Alone,5.0,1.53,0,1,15,1,0,0,199
Alone,5.0,1.53,2023,1,8,18,0,0,199
Alone,5.0,1.53,2021,1,31,19,0,0,199
Alone,5.0,1.53,0,1,15,1,0,0,32
Alone,5.0,1.53,2023,1,8,18,0,0,32
Alone,5.0,1.53,2021,1,31,19,0,0,32
Alone,5.0,1.53,0,1,15,1,0,0,118
Alone,5.0,1.53,2023,1,8,18,0,0,118
Alone,5.0,1.53,2021,1,31,19,0,0,118
Alone,5.0,1.53,0,1,15,1,0,0,127
Alone,5.0,1.53,2023,1,8,18,0,0,127
Alone,5.0,1.53,2021,1,31,19,0,0,127
Alone,5.0,1.53,0,1,15,1,0,0,0
Alone,5.0,1.53,2023,1,8,18,0,0,0
Alone,5.0,1.53,2021,1,31,19,0,0,0
Alone,5.0,1.53,0,1,15,1,0,0,12
Alone,5.0,1.53,2023,1,8,18,0,0,12
Alone,5.0,1.53,2021,1,31,19,0,0,12
Alone,5.0,1.53,0,1,15,1,0,0,199
Alone,5.0,1.53,2023,1,8,18,0,0,199
Alone,5.0,1.53,2021,1,31,19,0,0,199
Alone,5.0,1.53,0,1,15,1,0,0,32
Alone,5.0,1.53,2023,1,8,18,0,0,32
Alone,5.0,1.53,2021,1,31,19,0,0,32
Money Maker,7.0,6.0,2018,1,15,1,0,0,341
Money Maker,7.0,6.0,2018,1,15,1,0,0,359
Cellar,8.0,4.34,2016,1,31,1,0,0,341
Cellar,8.0,4.34,2016,1,31,1,0,0,3
Jigoku Unko: Toripuru,3.0,0.09,2022,1,8,1,0,0,341
Just Jump,6.0,3.0,2017,1,32,1,0,0,341
Just Jump,6.0,3.0,2017,1,32,1,0,0,341
Mega Maze,5.0,1.6,2017,1,15,1,0,0,341
Maelstrom,8.0,4.83,2018,2,13,1,0,0,341
Maelstrom,8.0,4.83,2018,2,13,1,0,0,341
Maelstrom,8.0,4.83,2018,2,13,1,0,0,3
Delirium,5.0,1.0,2023,1,2,27,0,0,341
Delirium,5.0,1.0,2023,1,2,27,0,0,341
Delirium,5.0,1.0,2023,1,2,27,0,0,341
Hard Helmets,4.0,0.5,2018,1,15,1,0,0,341
Toricky,5.0,0.75,2017,1,15,1,0,0,341
Sleepwalker,5.0,0.75,1993,1,8,27,0,0,272
Sleepwalker,5.0,0.75,2018,1,8,27,0,0,272
The Christmas Gifts,5.0,0.75,0,1,31,1,0,0,22
Dungeons of Necromancers,5.0,1.2,2018,1,12,1,0,0,341
Gemstone Keeper,5.0,1.17,2017,1,5,1,0,0,341
SoTo,5.0,1.17,2017,1,15,1,0,0,341
Stickman Racer Road Draw 2,4.0,0.54,2019,1,10,1,0,0,341
Maya Star,6.0,1.75,2022,1,31,1,0,0,341
End War RTS,5.0,1.33,0,1,13,1,0,0,341
Great Ball of Fire,5.0,1.14,2019,1,31,1,0,0,341
Flippin Kaktus,5.0,1.6,2022,1,4,1,0,0,341
Goblin Dungeoneer,5.0,0.8,2018,1,31,1,0,0,76
Really Weird Pool,7.0,2.67,2021,1,13,32,0,0,341
The Lonely Helmet,7.0,2.67,2022,1,8,1,0,0,341
Yahrit!,7.0,4.5,2018,2,32,1,0,0,3
Anew: The Distant Light,5.0,1.0,2021,1,31,1,0,0,341
Soviet Souls,5.0,1.8,2019,1,31,1,0,0,341
Sweet Pea,7.0,3.0,2021,1,8,1,0,0,341
Impossible Pixels,7.0,4.5,2021,1,31,1,0,0,341
Space to Grow,7.0,4.5,2021,1,13,18,0,0,341
RogueClick,5.0,1.12,2022,1,2,1,0,0,341
Kinda Knirpsi,7.0,4.5,2023,1,32,1,0,0,341
Echo Storm,7.0,3.0,0,1,8,1,0,0,341
Wanderer of Teandria,7.0,10.0,2016,1,31,1,0,0,341
Brrrainz: Feed your Hunger,5.0,1.67,2019,1,15,1,0,0,341
Mongrel,7.0,10.0,2022,1,8,1,0,0,341
Ruggnar,6.0,2.5,2022,1,8,1,0,0,341
OS:Memories,5.0,1.43,2022,1,9,31,0,0,341
Froggo Swing 'n Grapple,7.0,5.0,2022,1,31,1,0,0,341
Surface Rush,7.0,3.33,2022,1,8,1,0,0,341
The Helper,7.0,10.0,2023,1,31,1,0,0,341
Alien Battlefield,7.0,10.0,2023,1,15,18,0,0,3
Hypnorain,5.0,1.38,2016,1,5,1,0,0,341
Fatty Rabbit Hole,7.0,11.0,2017,1,32,1,0,0,341
The Adventures of Clive McMulligan on Planet Zeta Four,7.0,11.0,2018,1,32,1,0,0,341
TripTrip,7.0,5.5,2018,1,32,1,0,0,341
Apostasy,7.0,11.0,2018,1,12,1,0,0,341
Brotherhood United,6.0,2.75,2018,1,5,1,0,0,341
Origami Flight,7.0,11.0,2019,1,32,1,0,0,341
Frog Demon,4.0,0.46,2018,1,31,1,0,0,3
Rolling Car,5.0,1.22,2021,1,8,1,0,0,3
Rolling Car,5.0,1.22,2022,1,8,1,0,0,3
Belle Boomerang,7.0,11.0,2022,1,8,1,0,0,341
SlipDream Resonator,7.0,11.0,0,1,32,1,0,0,341
Hidden Islands,5.0,0.85,0,1,13,1,0,0,167
Loot Express Delivery Service,7.0,5.5,0,1,15,1,0,0,341
Mama Die and Retry,7.0,4.0,2023,1,31,1,0,0,341
Infernal Racket,5.0,1.71,2017,1,8,1,0,0,3
Dongo Adventure,5.0,1.33,2018,1,8,1,0,0,341
Samurai Wish,6.0,2.4,2018,1,32,1,0,0,3
Crazy Archery,5.0,1.5,2019,1,15,1,0,0,311
Circle Rally Party,7.0,6.0,2019,1,10,1,0,0,341
Alchemistry,6.0,2.6,2022,1,9,33,0,0,341
Now Boarding,7.0,4.0,2008,1,2,28,0,0,341
Spirit of Shotgun,7.0,12.0,2022,1,8,1,0,0,341
Colorless World,7.0,6.0,2022,1,8,1,0,0,341
Biz Builder Delux,7.0,12.0,2014,1,9,28,0,0,195
XO-Planets,7.0,4.33,2016,1,12,1,0,0,341
Halloween Pumpkin Story,5.0,1.44,2017,1,31,1,0,0,103
Rabbit of Destiny,5.0,1.08,2018,1,8,1,0,0,3
Jardinains!,7.0,6.5,2021,1,32,1,0,0,341
Zodiac DX,7.0,13.0,2021,1,8,1,0,0,341
Restless Night,7.0,3.25,2021,1,5,1,0,0,171
Shoal,7.0,13.0,2018,1,31,17,0,0,3
Insect Adventure,7.0,3.25,2020,1,25,1,0,0,341
Tales of Fire,7.0,4.33,2022,1,8,17,0,0,3
Survive 10 Minutes Please,7.0,13.0,2022,1,32,1,0,0,341
Bring It On!,6.0,2.6,2022,1,31,1,0,0,3
Ensora,6.0,2.8,0,1,12,1,0,0,341
Vs Chat Pack,7.0,13.0,2022,2,15,1,0,0,341
Ball laB 2,7.0,6.5,2023,1,8,1,0,0,3
Mitch: Berry Challenge,7.0,3.5,2016,1,8,1,0,0,341
Over My Dead Body (For You),7.0,14.0,2017,1,9,1,0,0,341
Knightfall,7.0,7.0,2017,1,12,1,0,0,3
Santa's Workshop,6.0,2.8,2021,1,13,28,0,0,341
Santa's Workshop,6.0,2.8,2021,1,13,28,0,0,341
Slam Fighter II,7.0,14.0,2017,1,7,27,0,0,3
Good Boy!,5.0,1.08,2018,1,10,1,0,0,3
WitchAction,7.0,3.5,2018,1,31,1,0,0,341
Tsumi,7.0,7.0,2019,1,32,1,0,0,341
Dusty Raging Fist,5.0,1.75,2018,1,4,1,0,0,341
In Retrospect,7.0,14.0,2020,1,32,1,0,0,341
Dungeon Explorer,7.0,3.5,1995,1,12,1,0,0,3
Dungeon Explorer,7.0,3.5,1989,1,12,1,0,0,3
Super Bombinhas,7.0,7.0,2021,1,8,17,0,0,341
Lord of the Click 3,6.0,2.0,2022,1,15,1,0,0,171
Light of Life,7.0,4.67,2022,1,8,1,0,0,341
Swords & Bones 2,7.0,14.0,2022,1,4,1,0,0,322
Alkali,7.0,14.0,2022,1,8,1,0,0,341
Covid Carl,7.0,7.0,0,1,5,1,0,0,341
Thread,7.0,4.67,0,1,9,1,0,0,341
Dawn of a Soul,7.0,7.5,2017,1,9,17,0,0,341
Bakery Biz Tycoon,5.0,1.0,2019,1,13,28,0,0,341
Kakatte Koi Yo!,7.0,5.0,2018,1,15,1,0,0,341
A Winding Path,7.0,15.0,2021,1,9,1,0,0,341
Birb Café,7.0,7.5,2022,1,13,27,0,0,341
Memories of East Coast,7.0,3.75,2021,1,31,31,0,0,341
Cute Invaders,5.0,1.33,2022,1,5,1,0,0,3
Ruined Kingdom,7.0,7.5,2023,1,12,1,0,0,3
Lawbringer,6.0,2.5,2023,1,32,1,0,0,341
Don't Byte Your Tongue,7.0,15.0,2023,1,8,1,0,0,341
Furfly,7.0,3.2,2015,1,31,1,0,0,341
Ghost Croquet,7.0,8.0,2016,1,32,1,0,0,341
Azure Sky Project,6.0,2.29,2017,1,13,1,0,0,341
Rocket Blasters,7.0,5.33,2017,1,32,1,0,0,3
SushiParty,7.0,8.0,2018,1,32,1,0,0,3
Overcome,7.0,5.33,2019,1,8,1,0,0,341
ParaLily,7.0,16.0,2021,1,8,1,0,0,341
Operation Zeta,7.0,8.0,2020,1,9,1,0,0,3
Shell Out Showdown,7.0,16.0,2021,1,8,1,0,0,341
The Fox in the Forest,7.0,17.0,2021,1,15,17,0,0,101
Attraction,5.0,2.0,2021,1,8,1,0,0,341
Gav-Gav Odyssey,7.0,8.0,2022,1,9,1,0,0,171
Pixel Artist,7.0,5.33,2022,1,32,17,0,0,3
Pretty Girls Four Kings Solitaire,7.0,4.0,2022,1,9,42,0,0,422
Past Particles,7.0,8.0,2022,1,9,18,0,0,341
Village Monsters,7.0,3.4,2019,1,12,33,0,0,341
The Lone Chameleon,7.0,5.67,2018,1,9,17,0,0,341
Tomb Towers,7.0,3.4,2019,1,31,1,0,0,341
SwordBounce,7.0,8.5,2018,1,32,1,0,0,341
There Will Be Ink,7.0,4.25,2019,1,5,1,0,0,341
Crossbow Crusade,7.0,3.6,2021,1,8,1,0,0,171
Sparkles & Gems,7.0,8.5,2021,1,9,1,0,0,341
Cyber Cult City,7.0,8.5,2023,1,32,1,0,0,3
Defect Process,7.0,8.5,2022,1,32,1,0,0,341
8-Bit Farm,7.0,4.25,2016,1,9,1,0,0,195
MechaGore,5.0,1.0,2016,1,31,1,0,0,3
Moribund,7.0,9.0,2017,1,32,1,0,0,341
Antisnake,7.0,9.0,2018,1,32,1,0,0,341
Lucid Path,7.0,6.0,2018,1,12,17,0,0,341
Gastova: The Witches of Arkana,7.0,18.0,2022,1,8,1,0,0,341
Narvas,7.0,4.5,2022,1,31,1,0,0,363
Tricks Magician,7.0,4.5,2021,1,8,1,0,0,254
Winged Sakura: Endless Dream,6.0,2.11,2017,1,12,1,0,0,341
Tyr: Chains of Valhalla,5.0,1.58,2018,1,8,1,0,0,3
Disdoored,5.0,1.19,2018,1,13,1,0,0,3
Cuboid Keeper,7.0,19.0,2019,1,32,1,0,0,341
Mini Matches,7.0,19.0,2021,1,5,1,0,0,3
Elevenses: The Flask,7.0,20.0,2022,1,31,17,0,0,341
Monstrüous,7.0,9.5,2019,1,9,17,0,0,341
Draco Knight,7.0,6.33,2022,1,31,1,0,0,341
Women of Xal,7.0,19.0,2021,1,13,17,0,0,341
Idling Idol,7.0,5.0,2022,1,13,27,0,0,341
Kitten Hero,7.0,19.0,2023,1,8,1,0,0,341
Tennis Club Story,7.0,4.75,2015,1,13,1,0,0,195
Super Bit Adventure: Paragons of Life,7.0,6.67,2018,1,12,1,0,0,341
Epic Skater 2,7.0,4.0,2018,1,14,1,0,0,341
Catarro,7.0,6.67,2021,1,8,27,0,0,3
Funtasia,7.0,5.0,2022,1,8,1,0,0,3
Side Scape,7.0,10.5,2023,1,31,1,0,0,341
FrightShow Fighter,6.0,2.1,2016,1,4,1,0,0,341
PowBall Renaissance,7.0,5.25,2017,1,32,1,0,0,341
Assault of the Robots,5.0,1.5,2019,1,13,1,0,0,7
Robot Robert,7.0,3.5,2021,1,31,1,0,0,103
Anatidae,7.0,7.0,2021,1,8,1,0,0,341
Robotry!,7.0,21.0,2022,1,8,1,0,0,341
Everblade,6.0,3.0,2022,1,8,1,0,0,341
Mystic Gate,7.0,7.0,2023,1,5,1,0,0,422
Mystic Gate,7.0,7.0,2023,1,5,1,0,0,422
Brick Odyssey,7.0,10.5,2023,1,12,1,0,0,341
Linked Mask,5.0,1.47,2022,1,8,1,0,0,341
Dobo's Heroes,7.0,11.0,2021,1,8,1,0,0,3
Chefy-Chef,7.0,22.0,2022,1,8,1,0,0,3
Tower of Spirit,7.0,11.0,2022,1,12,17,0,0,341
A Most Extraordinary Gnome,7.0,11.0,2022,1,8,1,0,0,341
Saint Kotar: The Crawling Man,7.0,22.0,2022,1,32,19,0,0,3
Drakkar Crew,7.0,12.0,0,1,12,1,0,0,3
Block of Rum,5.0,1.92,2019,1,31,1,0,0,341
Sky Fleet,5.0,1.05,2021,1,15,1,0,0,341
Octofight Escape,7.0,7.67,2021,2,15,1,0,0,341
Rolling Gunner,7.0,22.0,2018,1,5,1,0,0,341
Frog Hop,7.0,12.0,2017,1,8,1,0,0,3
Pink Explorer,7.0,4.8,2022,1,8,1,0,0,242
The Black Knight,7.0,4.0,2018,1,32,1,0,0,3
The Black Knight,7.0,4.0,2022,1,8,1,0,0,3
The Black Knight,7.0,4.0,2018,1,32,1,0,0,3
The Black Knight,7.0,4.0,2022,1,8,1,0,0,3
Legends of Pixelia,7.0,12.5,2015,1,12,1,0,0,341
De'Vine: Heavenly Acres,7.0,4.17,2022,1,12,17,0,0,341
Hammer time!,7.0,3.57,2021,1,8,1,0,0,3
Pocket Harvest,7.0,8.33,2013,1,9,28,0,0,195
Catlike Magic,7.0,12.5,2022,1,5,1,0,0,341
Absolute Blue,5.0,1.86,2018,1,32,1,0,0,341
Super Multitasking,7.0,12.5,2018,1,32,1,0,0,341
lilGunBois,6.0,2.6,2018,1,32,1,0,0,341
Just Beat Em Up : World of Fury,6.0,3.25,2018,1,25,1,0,0,341
Explosive Candy World,7.0,13.0,2021,1,8,1,0,0,3
EvoluShip,7.0,5.2,2022,1,32,1,0,0,186
Kid Ball Adventure,7.0,26.0,2022,1,8,1,0,0,341
Barold,7.0,26.0,2022,1,8,17,0,0,341
Heroes of Loot 2,6.0,2.7,2016,1,12,1,0,0,276
Kingdom of the Dragon,6.0,2.7,2018,1,12,1,0,0,341
Guardian of Lore,7.0,4.5,2021,1,12,1,0,0,341
Astronium,7.0,27.0,2022,1,31,1,0,0,341
March to a Million,7.0,4.0,2016,1,7,28,0,0,195
Mega Mall Story 2,7.0,28.0,2019,1,9,28,0,0,195
Sword and Fairy Inn,5.0,0.81,2001,1,13,17,0,0,3
The Forestale,7.0,14.0,2019,1,31,1,0,0,341
Fallen Knight,5.0,1.65,2019,1,4,1,0,0,341
Pocket Witch,7.0,14.0,2022,1,8,1,0,0,3
The Final Specimen: Arrival,7.0,7.25,2017,1,8,1,0,0,341
Mermaid Adventures: The Frozen Time,5.0,2.07,2018,1,9,35,0,0,341
Kontrakt,5.0,1.26,2018,1,5,1,0,0,3
Super Sunny Island,7.0,14.5,2021,1,5,1,0,0,434
Moon Dancer,7.0,14.5,2022,1,5,1,0,0,3
Dadish 3,7.0,4.14,2022,1,8,1,0,0,3
Downpurr,7.0,29.0,2022,1,5,1,0,0,341
Dino Galaxy Tennis,7.0,30.0,2021,1,14,1,0,0,3
Runner Party,7.0,30.0,2022,2,8,1,0,0,341
Pocket Arcade Story,7.0,4.83,2016,1,4,1,0,0,195
Glass Heart,7.0,10.0,2023,1,13,44,0,0,341
Mechaneer Resta's Grand Adventure,6.0,2.73,0,1,31,1,0,0,341
Fragile Fighter,7.0,10.33,2019,1,31,1,0,0,341
Sakura Forest Girls 2,7.0,8.0,2021,1,13,42,0,0,410
Yurukill: The Calumniation Games,7.0,4.43,2022,1,5,1,0,0,3
Spidersaurs,7.0,4.43,2019,1,5,1,0,0,406
Joy Climb,7.0,4.57,2018,1,8,1,0,0,341
Awakened Evil,7.0,32.0,0,1,31,1,0,0,341
Cat Box Paradox,7.0,32.0,2021,1,8,1,0,0,341
Running on Magic,7.0,6.4,2022,1,8,1,0,0,341
Bee: The Knight,7.0,16.0,2022,1,8,1,0,0,341
Thrill Penguin,7.0,11.0,2022,1,8,1,0,0,3
Shiny Ski Resort,7.0,33.0,2017,1,9,1,0,0,195
Alchemic Jousts,7.0,5.67,2016,1,9,1,0,0,341
Graceful Explosion Machine,7.0,4.25,2017,1,5,1,0,0,3
Heroes of Umbra,7.0,5.83,2018,1,8,1,0,0,341
Moo Lander,7.0,11.33,2022,1,8,1,0,0,341
Super Mega Zero,7.0,17.0,2022,1,5,1,0,0,3
Rustled Pete,7.0,34.0,2023,1,32,1,0,0,341
Tropical Resort Story,7.0,17.5,2022,1,9,35,0,0,195
Jumping Cat,7.0,4.86,2023,1,31,1,0,0,341
Molten Armor,5.0,1.67,2017,1,15,1,0,0,341
Pixel Town: Akanemachi Mystery,7.0,7.0,2023,1,12,20,0,0,3
SnOut 2,7.0,7.2,2022,1,32,1,0,0,341
Feudal Fantasy Incremental,6.0,2.25,2023,1,13,17,0,0,341
Velocity Noodle,7.0,9.75,2022,1,8,1,0,0,3
Asteroids: Recharged,7.0,4.62,2021,1,5,1,0,0,13
Grand Class Melee 2,6.0,3.25,2015,1,12,1,0,0,341
Rogue Harvest,5.0,1.39,2015,1,12,1,0,0,341
Girls and Dungeons,5.0,1.43,2017,1,12,42,0,0,3
Boom Box Blue!,7.0,5.71,2017,1,32,1,0,0,395
Catch Me!,7.0,20.0,2022,1,14,1,0,0,54
Dead Forest,7.0,41.0,2022,1,32,17,0,0,3
Dead Forest,7.0,41.0,2017,1,31,1,0,0,3
Dead Forest,7.0,41.0,2022,1,32,17,0,0,3
Dead Forest,7.0,41.0,2017,1,31,1,0,0,3
Dead Forest,3.0,0.2,2022,1,32,17,0,0,3
Dead Forest,3.0,0.2,2017,1,31,1,0,0,3
Dead Forest,3.0,0.2,2022,1,32,17,0,0,3
Dead Forest,3.0,0.2,2017,1,31,1,0,0,3
Germinal,7.0,13.67,2023,1,8,1,0,0,341
LoFi Hotel,7.0,41.0,2023,1,8,17,0,0,341
Die Känguru-Verschwörung,7.0,10.25,2022,1,8,1,0,0,3
Road Doom,7.0,5.25,2018,1,32,1,0,0,3
Panic Porcupine,7.0,14.0,2022,1,8,1,0,0,3
Rasetsu Fumaden,7.0,8.4,2022,1,12,1,0,0,341
Decks & Daggers,6.0,3.07,2021,1,12,17,0,0,341
There Will Be No Turkey This Christmas,7.0,14.33,2021,1,9,1,0,0,3
Ghostland Yard,7.0,46.0,2023,1,8,1,0,0,341
Truxton,7.0,22.0,1988,1,5,1,0,0,3
Pichon,8.0,7.5,2018,1,8,1,0,0,341
UnderDungeon,7.0,11.5,2023,1,4,1,0,0,3
Forest Fire,8.0,6.57,2023,1,13,1,0,0,3
Manafinder,7.0,23.5,2022,1,12,17,0,0,341
Trench Run,5.0,1.14,2016,1,5,1,0,0,3
Steelborn,8.0,5.33,2023,1,31,1,0,0,341
Anime Studio Story,8.0,4.55,2014,1,13,28,0,0,195
Milli & Greg,8.0,16.67,2021,1,8,1,0,0,3
Oh! Edo Towns,8.0,17.0,2011,1,13,22,0,0,195
Z-Collapse,6.0,2.68,2022,1,13,19,0,0,341
The Simulacrum,8.0,10.2,2023,1,15,17,0,0,341
Cards of the Dead,8.0,3.71,2021,1,12,1,0,0,3
Mechanibot,8.0,8.83,2022,1,15,1,0,0,3
Life of Delta,6.0,3.6,2023,1,2,18,0,0,341
Striving for Light: Survival,8.0,9.33,2023,1,12,1,0,0,3
Super Grappling Gecko,8.0,56.0,2020,1,8,1,0,0,341
Space Grunts,8.0,3.93,2016,1,12,1,0,0,276
Gunkid 99,8.0,19.67,2021,1,5,1,0,0,341
I Can See the Future,8.0,5.45,2017,1,32,1,0,0,341
Verlet Ascend,8.0,8.71,0,1,32,1,0,0,341
Full Metal Sergeant,8.0,22.67,2023,1,13,22,0,0,3
The Inner Darkness,6.0,2.68,2017,1,8,19,0,0,3
The Tale of Doris and the Dragon - Episode 1,8.0,13.6,2016,1,31,35,0,0,341
Awesome Pea,8.0,5.23,2018,1,8,1,0,0,287
Mess Quest,8.0,23.0,2022,1,13,28,0,0,341
World of One,6.0,2.76,2017,1,8,1,0,0,341
Sockventure,8.0,17.25,2021,1,8,1,0,0,341
Run Rabbit Run,8.0,4.12,2016,1,13,1,0,0,341
Let's Pet Pets,8.0,35.5,2023,1,13,1,0,0,341
Dimension Drive,8.0,5.14,2017,1,5,1,0,0,3
Outbreak,5.0,1.52,2023,1,5,19,0,0,94
Outbreak,5.0,1.52,2017,1,5,1,0,0,94
